id,ses_parent1_edu,ses_parent2_edu,ses_household_income,ses_school_type,ses_housing_type,ses_household_size,ses_home_area,ses_device_access,ses_internet_quality,ses_lang_cantonese,ses_lang_mandarin,ses_lang_english,ses_lang_other,ses_financial_constraint,ai_course_taken,ai_concept_data_bias_r,ai_ability_training_data,ai_concept_blackbox_r,ai_ability_explainability,ai_concept_input_variation_r,ai_ability_input_sensitivity,ai_concept_prompt_wording_r,ai_ability_prompting,ai_concept_social_ethics_r,ai_ability_social_ethics,med_conceptual_exposure_1,med_conceptual_exposure_2,med_practical_ai_use_1,med_practical_ai_use_2,med_learning_ecology_1,med_learning_ecology_2,med_language_load_1,med_language_load_2,med_epistemic_stance_1,med_epistemic_stance_2,course,ses_parent1_edu_num,ses_parent2_edu_num,ses_household_income_num,ses_school_type_num,ses_housing_type_num,ses_household_size_num,ses_home_area_num,ses_device_access_num,ses_internet_quality_num,ses_financial_constraint_num,ai_course_taken_num,ai_concept_data_bias_r_num,ai_ability_training_data_num,ai_concept_blackbox_r_num,ai_ability_explainability_num,ai_concept_input_variation_r_num,ai_ability_input_sensitivity_num,ai_concept_prompt_wording_r_num,ai_ability_prompting_num,ai_concept_social_ethics_r_num,ai_ability_social_ethics_num,med_conceptual_exposure_1_num,med_conceptual_exposure_2_num,med_practical_ai_use_1_num,med_practical_ai_use_2_num,med_learning_ecology_1_num,med_learning_ecology_2_num,med_language_load_1_num,med_language_load_2_num,med_epistemic_stance_1_num,med_epistemic_stance_2_num,ai_concept_data_bias_scored_num,ai_concept_blackbox_scored_num,ai_concept_input_variation_scored_num,ai_concept_prompt_wording_scored_num,ai_concept_social_ethics_scored_num,ai_ability_training_data_scored_num,ai_ability_explainability_scored_num,ai_ability_input_sensitivity_scored_num,ai_ability_prompting_scored_num,ai_ability_social_ethics_scored_num,ai_lit_score,ses_device_access_scored_num,ses_internet_quality_scored_num,ses_financial_constraint_scored_num,ses_index,conceptual_exposure_score,practical_ai_use_score,learning_ecology_score,language_load_score,epistemic_stance_score,ai_factor1_score,ai_factor2_score,ses_factor1_score,ses_factor2_score
lkmam13,6 : Postgraduate degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,5 : 5 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,3 : Sometimes (around 34-66\%),1,3 : 3 = Not sure,5 : 5 = Strongly agree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,5 : 5 = Very often,4 : 4 = Very familiar,4 : 4 = Often,5 : 5 = Very often,3 : 3 = Sometimes,4 : 4 = Very available,4 : 4 = Often,5 : 5 = Very often,4 : 4 = Very comfortable,3 : 3 = Sometimes,1111,6,6,4,1,3,5,4,1,1,3,1,3,5,4,5,4,3,4,5,3,4,5,4,4,5,3,4,4,5,4,3,3,2,2,2,3,5,5,3,5,4,3.4,3,3,2,0.36494047828014864,4.5,4.5,3.5,4.5,3.5,-0.8426354311192432,1.0710683153587297,1.1764246005131391,-0.16451653812932096
SSALFWJ05,4 : Post-secondary education (non-degree),3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,4 : Private Housing – Rented,3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,4 : Often (above 67\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,1 : 1 = Strongly disagree,4 : 4 = Agree,5 : 5 = Strongly agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly comfortable,5 : 5 = Very often,1111,4,3,3,1,4,3,2,1,2,4,1,2,4,3,1,4,5,4,4,2,4,3,3,3,3,2,2,3,2,2,5,4,3,2,2,4,4,1,5,4,4,3.3,3,2,1,-0.9909965393792272,3.0,3.0,2.0,2.5,3.5,-0.2691259365925237,-0.16829428512342445,-0.794701906897064,-1.3454131310431872
greea22,3 : Secondary education,5 : Bachelor's degree,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,6 : 6 or more people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,3 : 3 = Not sure,3 : 3 = Sometimes,2 : 2 = Slightly familiar,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Sometimes,4 : 4 = Very available,1 : 1 = Never,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,5,4,1,3,6,4,1,1,1,1,2,5,1,4,2,3,2,5,2,3,3,2,3,2,3,4,1,2,3,3,4,5,4,4,4,5,4,3,5,3,4.1,3,3,4,0.22974754033205544,2.5,2.5,3.5,1.5,3.0,0.7890533680736997,0.32646877329069796,-0.24908002788126996,0.1577304715544294
sgfyre09,6 : Postgraduate degree,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Often,2 : 2 = Slightly familiar,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,3,5,1,3,4,4,1,2,1,1,2,4,4,4,2,4,2,4,2,3,4,2,2,2,3,3,3,2,3,3,4,2,4,4,4,4,4,4,4,3,3.7,3,2,4,0.214079798495316,3.0,2.0,3.0,2.5,3.0,0.10647360604008195,-0.25132179996519544,-0.12956673981240896,0.5757207535191039
tgtyk18,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",3 : Often unstable or slow,0,1,1,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,2 : 2 = Disagree,2 : 2 = Disagree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,3 : 3 = Sometimes,2 : 2 = Slightly familiar,2 : 2 = Rarely,4 : 4 = Often,3 : 3 = Sometimes,5 : 5 = Extremely available,2 : 2 = Rarely,1 : 1 = Never,4 : 4 = Very comfortable,5 : 5 = Very often,1111,6,6,5,1,3,4,5,1,3,1,1,3,4,2,4,1,2,2,5,1,5,3,2,2,4,3,5,2,1,4,5,3,4,5,4,5,4,4,2,5,5,4.1,3,1,4,0.39738575033704343,2.5,3.0,4.0,1.5,4.5,1.1612521704474452,0.7209650895937325,1.1888861270667517,0.8938975078852067
knske27,3 : Secondary education,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,4 : 4 = Often,4 : 4 = Often,3 : 3 = Sometimes,2 : 2 = Slightly available,3 : 3 = Sometimes,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,3,5,1,3,4,4,1,1,1,1,2,4,4,4,2,4,4,4,2,4,4,3,4,4,3,2,3,4,3,4,4,2,4,2,4,4,4,4,4,4,3.6,3,3,4,0.13463210166487588,3.5,4.0,2.5,3.5,3.5,-0.0762473868586137,0.19080590683109022,-1.0577450714795114,0.4900506682579866
bmjyn22,5 : Bachelor's degree,6 : Postgraduate degree,"2 : HKD 10,700–14,799",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,1 : 1 = Strongly disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Never,4 : 4 = Very familiar,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Sometimes,5 : 5 = Extremely available,4 : 4 = Often,4 : 4 = Often,5 : 5 = Extremely comfortable,5 : 5 = Very often,1111,5,6,2,2,3,6,5,1,1,1,1,1,4,1,5,2,1,4,4,2,4,1,4,5,3,3,5,4,4,5,5,5,5,4,2,4,4,5,1,4,4,3.8,3,3,4,0.4276713164742758,2.5,4.0,4.0,4.0,5.0,1.071903668765315,0.07421427537727117,0.8145839676897667,-0.1736918977762445
tkblr11,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Rarely,2 : 2 = Slightly familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,4 : 4 = Often,2 : 2 = Rarely,1 : 1 = Not comfortable at all,3 : 3 = Sometimes,1111,6,6,5,1,3,4,3,1,2,1,1,3,4,4,4,2,4,2,5,3,4,2,2,4,3,3,3,4,2,1,3,3,2,4,4,3,4,4,4,5,4,3.7,3,2,4,0.43784519901855873,2.0,3.5,3.0,3.0,2.0,-0.4463846385207881,0.4258856603724395,1.1536570777401287,0.6753683584965195
sunyz10,3 : Secondary education,3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,3 : 3 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,1,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,2 : 2 = Slightly familiar,2 : 2 = Rarely,2 : 2 = Rarely,1 : 1 = Never,2 : 2 = Slightly available,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,3,1,3,3,5,1,2,1,1,2,4,2,4,4,4,4,4,2,4,4,2,2,2,1,2,4,3,3,3,4,4,2,2,4,4,4,4,4,4,3.6,3,2,4,-0.27911069111208786,3.0,2.0,1.5,3.5,3.0,0.05673512336221371,0.31277457315149554,-1.080921975699832,0.1296051003250257
knmlj17,3 : Secondary education,3 : Secondary education,"3 : HKD 14,800–31,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),6 : 6 or more people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,2 : Rarely (around 1-33\%),1,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Often,1 : 1 = Not at all familiar,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Slightly available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,3,1,1,6,3,1,1,2,1,3,2,4,3,2,4,2,5,4,2,4,1,4,2,3,2,2,2,3,3,3,2,4,4,2,2,3,4,5,2,3.1,3,3,3,-0.4008827566657861,2.5,3.0,2.5,2.0,3.0,-1.0128734457672581,-1.0536968469477632,-1.2043500674153027,-1.1737571835899065
hmcpn29,3 : Secondary education,4 : Post-secondary education (non-degree),"3 : HKD 14,800–31,999",1 : Government or Aided school,1 : Public Rental Housing (PRH),3 : 3 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Not sure,3 : 3 = Not sure,4 : 4 = Often,3 : 3 = Moderately familiar,5 : 5 = Very often,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Very available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,4,3,1,1,3,2,1,1,1,1,3,4,4,3,4,4,3,4,3,3,4,3,5,3,3,4,2,2,3,3,3,2,2,3,3,4,3,4,4,3,3.1,3,3,4,-0.23982287675105857,3.5,4.0,3.5,2.0,3.0,-0.9004785338810114,-0.3586703580753182,-0.7861538216519408,-0.7633622765668726
kndsj23,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",1 : Government or Aided school,4 : Private Housing – Rented,6 : 6 or more people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,0,1,1,1 : Never (0\%),1,2 : 2 = Disagree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,4 : 4 = Often,4 : 4 = Often,2 : 2 = Slightly available,4 : 4 = Often,2 : 2 = Rarely,5 : 5 = Extremely comfortable,5 : 5 = Very often,1111,5,5,5,1,4,6,4,1,2,1,1,2,5,3,4,2,4,2,5,2,4,4,3,3,4,4,2,4,2,5,5,4,3,4,4,4,5,4,4,5,4,4.1,3,2,4,0.3232876836734927,3.5,3.5,3.0,3.0,5.0,0.36587194890416286,0.7870752705455215,0.3705867475393015,0.27797950961822426
kglos12,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,0,1 : Never (0\%),1,1 : 1 = Strongly disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Sometimes,5 : 5 = Extremely available,4 : 4 = Often,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,3,3,4,2,3,3,4,1,1,1,1,1,4,2,5,2,2,2,4,2,4,4,3,2,2,3,5,4,2,3,3,5,4,4,4,4,4,5,2,4,4,4.0,3,3,4,0.004810505488326765,3.5,2.0,4.0,3.0,3.0,1.0265649807548107,0.067849140711062,-0.9996619096550428,0.43062944888448224
lgpgl17,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,1 : 1 = Strongly disagree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,1 : 1 = Strongly disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Rarely,4 : 4 = Very available,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Slightly comfortable,4 : 4 = Often,1111,5,5,3,2,3,4,3,1,2,1,1,3,4,4,4,1,2,4,4,1,4,3,3,3,3,2,4,2,3,2,4,3,2,5,2,5,4,4,2,4,4,3.5,3,2,4,-0.04999566042195579,3.0,3.0,3.0,2.5,3.0,0.44935639107297914,0.06677232403757692,0.4101741637246222,0.046158067660659705
wtkha03,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,5 : 5 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,1,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Never,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Often,2 : 2 = Slightly available,1 : 1 = Never,1 : 1 = Never,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,5,5,5,2,3,5,4,1,1,2,1,2,4,2,3,2,4,2,4,2,4,1,3,3,3,4,2,1,1,3,4,4,4,4,4,4,4,3,4,4,4,3.9,3,3,3,0.428795921604495,2.0,3.0,3.0,1.0,3.5,0.5698115621203715,-0.16767226943587354,0.5110055900638982,0.45191428571452025
oglui14,5 : Bachelor's degree,3 : Secondary education,"5 : HKD 50,000 or above",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,3 : 400–599 square feet (37–56 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,1 : Never (0\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Rarely,3 : 3 = Moderately familiar,2 : 2 = Rarely,3 : 3 = Sometimes,2 : 2 = Rarely,2 : 2 = Slightly available,4 : 4 = Often,1 : 1 = Never,1 : 1 = Not comfortable at all,4 : 4 = Often,1111,5,3,5,1,1,4,3,1,1,1,1,4,4,4,4,2,2,2,4,4,2,2,3,2,3,2,2,4,1,1,4,2,2,4,4,2,4,4,2,4,2,3.0,3,3,4,0.25245024925362963,2.5,2.5,2.0,2.5,2.5,-0.9734160044008373,-1.023128138948372,-0.5249605697355668,-0.08764698760072251
snlye06,4 : Post-secondary education (non-degree),3 : Secondary education,"1 : Below HKD 10,700",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,1 : Less than 200 square feet (less than 19 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,0,1,3 : Sometimes (around 34-66\%),1,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,2 : 2 = Rarely,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,4,3,1,1,1,4,1,1,2,3,1,3,4,4,4,2,3,4,4,2,4,4,3,3,3,3,3,3,2,3,3,3,2,4,2,4,4,4,3,4,4,3.4,3,2,2,-1.202048369239462,3.5,3.0,3.0,2.5,3.0,-0.18401991451021427,0.10190826003733879,-0.9555612334279362,-2.174197294317974
gcaah14,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,0,0,2 : Rarely (around 1-33\%),1,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately available,4 : 4 = Often,4 : 4 = Often,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,5,5,3,1,3,6,5,1,1,2,1,4,4,4,2,4,4,4,4,3,4,3,3,4,4,4,3,4,4,3,4,2,2,2,2,3,4,2,4,4,4,2.9,3,3,3,0.28279288099374705,3.0,4.0,3.5,4.0,3.5,-1.1783618277178516,-0.1760644634648228,0.373533609428559,-0.3061364360370872
wlrlc07,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",4 : Others,3 : Private Housing – Owned,5 : 5 people,3 : 400–599 square feet (37–56 m$^2$),"2 : Yes, but I shared it with family members.",1 : Stable and high-speed,0,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,2 : 2 = Disagree,3 : 3 = Not sure,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Slightly available,2 : 2 = Rarely,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,5,5,3,4,3,5,3,2,1,2,1,2,4,3,4,2,2,3,4,2,4,3,3,3,3,3,2,2,3,3,3,4,3,4,3,4,4,4,2,4,4,3.6,2,3,3,-0.30464097291650133,3.0,3.0,2.5,2.5,3.0,0.47428874422653766,-0.05391193273905649,0.35709338640946825,-0.4081167057518079
thles14,6 : Postgraduate degree,4 : Post-secondary education (non-degree),"5 : HKD 50,000 or above",1 : Government or Aided school,3 : Private Housing – Owned,5 : 5 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,3 : Sometimes (around 34-66\%),1,2 : 2 = Disagree,4 : 4 = Agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,3 : 3 = Not sure,4 : 4 = Agree,4 : 4 = Agree,5 : 5 = Strongly agree,1 : 1 = Strongly disagree,5 : 5 = Strongly agree,4 : 4 = Often,3 : 3 = Moderately familiar,3 : 3 = Sometimes,5 : 5 = Very often,2 : 2 = Rarely,5 : 5 = Extremely available,3 : 3 = Sometimes,2 : 2 = Rarely,5 : 5 = Extremely comfortable,5 : 5 = Very often,1111,6,4,5,1,3,5,4,1,2,3,1,2,4,1,5,3,4,4,5,1,5,4,3,3,5,2,5,3,2,5,5,4,5,3,2,5,4,5,4,5,5,4.2,3,2,2,0.00208528744675334,3.5,4.0,3.5,2.5,5.0,0.8388608505212659,1.3471734076700748,0.3442735240304824,0.022117558981778127
agisl29,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",4 : Others,3 : Private Housing – Owned,4 : 4 people,4 : 600–799 square feet (56–74 m$^2$),"2 : Yes, but I shared it with family members.",1 : Stable and high-speed,0,1,1,0,2 : Rarely (around 1-33\%),1,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,3 : 3 = Not sure,2 : 2 = Rarely,3 : 3 = Moderately familiar,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately available,3 : 3 = Sometimes,3 : 3 = Sometimes,2 : 2 = Slightly comfortable,3 : 3 = Sometimes,1111,5,5,3,4,3,4,4,2,1,2,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3.0,2,3,3,-0.19100082117415101,2.5,3.0,3.0,3.0,2.5,-0.44952256556344,-1.2850803977550864,0.3852766258707667,-0.23329338624085819
tscce17,3 : Secondary education,2 : Primary education,"1 : Below HKD 10,700",1 : Government or Aided school,1 : Public Rental Housing (PRH),4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,0,0,2 : Rarely (around 1-33\%),1,2 : 2 = Disagree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,3 : 3 = Sometimes,3 : 3 = Moderately familiar,4 : 4 = Often,5 : 5 = Very often,2 : 2 = Rarely,3 : 3 = Moderately available,2 : 2 = Rarely,2 : 2 = Rarely,3 : 3 = Moderately comfortable,4 : 4 = Often,1111,3,2,1,1,1,4,2,1,1,2,1,2,2,4,4,4,4,2,4,2,4,3,3,4,5,2,3,2,2,3,4,4,2,2,4,4,2,4,4,4,4,3.4,3,3,3,-0.8866346181830987,3.0,4.5,2.5,2.0,3.5,-0.08074915398815485,-0.24334152264771497,-1.7081118181430706,-1.8952123439317035
rnliyg07,6 : Postgraduate degree,6 : Postgraduate degree,"3 : HKD 14,800–31,999",4 : Others,4 : Private Housing – Rented,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Agree,4 : 4 = Agree,2 : 2 = Disagree,4 : 4 = Agree,2 : 2 = Disagree,5 : 5 = Strongly agree,2 : 2 = Disagree,4 : 4 = Agree,4 : 4 = Often,3 : 3 = Moderately familiar,4 : 4 = Often,3 : 3 = Sometimes,3 : 3 = Sometimes,4 : 4 = Very available,3 : 3 = Sometimes,3 : 3 = Sometimes,3 : 3 = Moderately comfortable,3 : 3 = Sometimes,1111,6,6,3,4,4,4,5,1,1,1,1,2,4,4,4,2,4,2,5,2,4,4,3,4,3,3,4,3,3,3,3,4,2,4,4,4,4,4,4,5,4,3.9,3,3,4,0.6732220623163769,3.5,3.5,3.5,3.0,3.0,0.16613371156408266,0.5654756294513787,1.223887120928119,0.22090963428406002
