id,ses_parent1_edu,ses_parent2_edu,ses_household_income,ses_school_type,ses_housing_type,ses_household_size,ses_home_area,ses_device_access,ses_internet_quality,ses_lang_cantonese,ses_lang_mandarin,ses_lang_english,ses_lang_other,ses_financial_constraint,ai_course_taken,ai_concept_data_bias_r,ai_ability_training_data,ai_concept_blackbox_r,ai_ability_explainability,ai_concept_input_variation_r,ai_ability_input_sensitivity,ai_concept_prompt_wording_r,ai_ability_prompting,ai_concept_social_ethics_r,ai_ability_social_ethics,med_conceptual_exposure_1,med_conceptual_exposure_2,med_practical_ai_use_1,med_practical_ai_use_2,med_learning_ecology_1,med_learning_ecology_2,med_language_load_1,med_language_load_2,med_epistemic_stance_1,med_epistemic_stance_2,course,ses_parent1_edu_num,ses_parent2_edu_num,ses_household_income_num,ses_school_type_num,ses_housing_type_num,ses_household_size_num,ses_home_area_num,ses_device_access_num,ses_internet_quality_num,ses_financial_constraint_num,ai_course_taken_num,ai_concept_data_bias_r_num,ai_ability_training_data_num,ai_concept_blackbox_r_num,ai_ability_explainability_num,ai_concept_input_variation_r_num,ai_ability_input_sensitivity_num,ai_concept_prompt_wording_r_num,ai_ability_prompting_num,ai_concept_social_ethics_r_num,ai_ability_social_ethics_num,med_conceptual_exposure_1_num,med_conceptual_exposure_2_num,med_practical_ai_use_1_num,med_practical_ai_use_2_num,med_learning_ecology_1_num,med_learning_ecology_2_num,med_language_load_1_num,med_language_load_2_num,med_epistemic_stance_1_num,med_epistemic_stance_2_num,ai_concept_data_bias_scored_num,ai_concept_blackbox_scored_num,ai_concept_input_variation_scored_num,ai_concept_prompt_wording_scored_num,ai_concept_social_ethics_scored_num,ai_ability_training_data_scored_num,ai_ability_explainability_scored_num,ai_ability_input_sensitivity_scored_num,ai_ability_prompting_scored_num,ai_ability_social_ethics_scored_num,ai_lit_score,ses_device_access_scored_num,ses_internet_quality_scored_num,ses_financial_constraint_scored_num,ses_index,conceptual_exposure_score,practical_ai_use_score,learning_ecology_score,language_load_score,epistemic_stance_score,ai_factor1_score,ai_factor2_score,ses_factor1_score,ses_factor2_score
srllj21,5 : Bachelor's degree,3 : Secondary education,"2 : HKD 10,700–14,799",2 : Direct Subsidy Scheme (DSS) school,2 : Subsidised Home Ownership Housing,4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,5 : 5 : Very often,4 : 4 : Often,3 : 3 : Sometimes,2 : 2 : Slightly available,1 : 1 : Never,1 : 1 : Never,3 : 3 : Moderately comfortable,3 : 3 : Sometimes,1204,5,3,2,2,2,4,2,1,2,2,1,2,4,2,3,4,2,3,4,2,4,3,3,5,4,3,2,1,1,3,3,4,4,2,3,4,4,3,2,4,4,3.4,3,2,3,-0.6806259574197974,3.0,4.5,2.5,1.0,3.0,0.40597279131554775,-0.1029728537004495,-0.516774120011775,-1.058977876712569
kntng08,5 : Bachelor's degree,5 : Bachelor's degree,"4 : HKD 32,000–49,999",1 : Government or Aided school,3 : Private Housing – Owned,6 : 6 or more people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,2 : Rarely (around 1-33\%),1,4 : 4 : Agree,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,3 : 3 : Not sure,5 : 5 : Strongly agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,2 : 2 : Rarely,2 : 2 : Rarely,3 : 3 : Sometimes,5 : 5 : Extremely available,2 : 2 : Rarely,3 : 3 : Sometimes,4 : 4 : Very comfortable,4 : 4 : Often,1204,5,5,4,1,3,6,4,1,2,2,1,4,5,2,4,4,4,4,4,3,5,3,3,2,2,3,5,2,3,4,4,2,4,2,2,3,5,4,4,4,5,3.5,3,2,3,0.031234573261730087,3.0,2.0,4.0,2.5,4.0,-0.6918771979433774,0.7416491705030244,0.3968650779809272,-0.05307060227437772
Alan,3 : Secondary education,3 : Secondary education,"4 : HKD 32,000–49,999",2 : Direct Subsidy Scheme (DSS) school,3 : Private Housing – Owned,4 : 4 people,2 : 200–399 square feet (19–37 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,3 : Sometimes (around 34-66\%),1,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,3 : 3 : Not sure,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,3 : 3 : Sometimes,1 : 1 : Not at all familiar,3 : 3 : Sometimes,5 : 5 : Very often,5 : 5 : Very often,3 : 3 : Moderately available,2 : 2 : Rarely,1 : 1 : Never,3 : 3 : Moderately comfortable,3 : 3 : Sometimes,1204,3,3,4,2,3,4,2,1,2,3,1,1,5,3,5,2,4,2,4,1,5,3,1,3,5,5,3,2,1,3,3,5,3,4,4,5,5,5,4,4,5,4.4,3,2,2,-0.8146725786330167,2.0,4.0,4.0,1.5,3.0,1.0834493271987053,0.9641631089851536,-1.0040578890311571,-0.4694147281024336
bdied13,6 : Postgraduate degree,6 : Postgraduate degree,"3 : HKD 14,800–31,999",2 : Direct Subsidy Scheme (DSS) school,4 : Private Housing – Rented,6 : 6 or more people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,1,0,1,0,2 : Rarely (around 1-33\%),1,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,3 : 3 : Not sure,2 : 2 : Disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,5 : 5 : Strongly agree,4 : 4 : Often,4 : 4 : Very familiar,3 : 3 : Sometimes,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Moderately available,2 : 2 : Rarely,1 : 1 : Never,4 : 4 : Very comfortable,4 : 4 : Often,1204,6,6,3,2,4,6,4,1,2,2,1,1,5,1,5,2,3,2,5,1,5,4,4,3,4,3,3,2,1,4,4,5,5,4,4,5,5,5,3,5,5,4.6,3,2,3,0.12961064417259735,4.0,3.5,3.0,1.5,4.0,1.5662908518922432,1.3203540411469041,1.140274500863225,-0.4227570685986031
adlij15,5 : Bachelor's degree,5 : Bachelor's degree,"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"2 : Yes, but I shared it with family members.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,1 : 1 : Strongly disagree,3 : 3 : Not sure,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Sometimes,4 : 4 : Very familiar,3 : 3 : Sometimes,5 : 5 : Very often,5 : 5 : Very often,4 : 4 : Very available,4 : 4 : Often,3 : 3 : Sometimes,3 : 3 : Moderately comfortable,4 : 4 : Often,1204,5,5,3,1,3,4,5,2,1,1,1,1,3,1,4,2,2,2,5,2,4,3,4,3,5,5,4,4,3,3,4,5,5,4,4,4,3,4,2,5,4,4.0,2,3,4,0.08487084480341271,3.5,4.0,4.5,3.5,3.5,1.1912823961568284,0.08827467319209338,0.37573159911661613,0.1438856524563707
lnsgk12,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,4 : 4 : Agree,2 : 2 : Disagree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Rarely,2 : 2 : Slightly familiar,4 : 4 : Often,4 : 4 : Often,2 : 2 : Rarely,3 : 3 : Moderately available,3 : 3 : Sometimes,2 : 2 : Rarely,2 : 2 : Slightly comfortable,3 : 3 : Sometimes,1204,6,6,5,3,3,6,5,1,2,1,1,4,2,3,4,2,2,4,5,1,4,2,2,4,4,2,3,3,2,2,3,2,3,4,2,5,2,4,2,5,4,3.3,3,2,4,0.6651255025032593,2.0,4.0,2.5,2.5,2.5,0.26702187438525093,0.11526616801743052,1.2988718138304909,0.9533930125805864
abcde18,5 : Bachelor's degree,6 : Postgraduate degree,"4 : HKD 32,000–49,999",3 : International school,4 : Private Housing – Rented,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Not sure,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,5 : 5 : Strongly agree,4 : 4 : Often,4 : 4 : Very familiar,5 : 5 : Very often,3 : 3 : Sometimes,3 : 3 : Sometimes,4 : 4 : Very available,2 : 2 : Rarely,2 : 2 : Rarely,4 : 4 : Very comfortable,3 : 3 : Sometimes,1204,5,6,4,3,4,4,5,1,1,1,1,2,4,3,4,2,2,1,4,2,5,4,4,5,3,3,4,2,2,4,3,4,3,4,5,4,4,4,2,4,5,3.9,3,3,4,0.687314508827374,4.0,4.0,3.5,2.0,3.5,0.8155521459874256,0.16238214683537966,0.9495688287003272,0.5182618227559596
hzncc12,6 : Postgraduate degree,6 : Postgraduate degree,"1 : Below HKD 10,700",4 : Others,4 : Private Housing – Rented,3 : 3 people,4 : 600–799 square feet (56–74 m$^2$),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,1,1,0,4 : Often (above 67\%),1,1 : 1 : Strongly disagree,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,1 : 1 : Strongly disagree,4 : 4 : Agree,4 : 4 : Agree,4 : 4 : Agree,5 : 5 : Strongly agree,4 : 4 : Agree,5 : 5 : Very often,5 : 5 : Extremely familiar,5 : 5 : Very often,5 : 5 : Very often,5 : 5 : Very often,5 : 5 : Extremely available,5 : 5 : Very often,5 : 5 : Very often,5 : 5 : Extremely comfortable,5 : 5 : Very often,1204,6,6,1,4,4,3,4,1,1,4,1,1,2,2,2,1,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,2,1,2,2,4,4,4,3.3,3,3,1,-0.1867558244847121,5.0,5.0,5.0,5.0,5.0,-0.536588226418837,-1.2193546942959095,1.1714166994778283,-1.3190315645373347
howna01,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,2 : Rarely (around 1-33\%),1,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,3 : 3 : Not sure,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,5 : 5 : Strongly agree,3 : 3 : Not sure,4 : 4 : Agree,5 : 5 : Very often,3 : 3 : Moderately familiar,5 : 5 : Very often,3 : 3 : Sometimes,4 : 4 : Often,3 : 3 : Moderately available,4 : 4 : Often,2 : 2 : Rarely,3 : 3 : Moderately comfortable,3 : 3 : Sometimes,1204,5,5,5,3,3,4,5,1,1,2,1,2,4,4,3,2,4,4,5,3,4,5,3,5,3,4,3,4,2,3,3,4,2,4,2,3,4,3,4,5,4,3.5,3,3,3,0.5424360733468453,4.0,4.0,3.5,3.0,3.0,-0.49457188599050045,0.3501188545506018,0.6123833483924881,0.7693920847573148
lu lh L 22,4 : Post-secondary education (non-degree),4 : Post-secondary education (non-degree),"3 : HKD 14,800–31,999",1 : Government or Aided school,3 : Private Housing – Owned,2 : 2 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,1,0,0,1 : Never (0\%),1,1 : 1 : Strongly disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,4 : 4 : Agree,3 : 3 : Sometimes,3 : 3 : Moderately familiar,4 : 4 : Often,3 : 3 : Sometimes,2 : 2 : Rarely,2 : 2 : Slightly available,5 : 5 : Very often,3 : 3 : Sometimes,3 : 3 : Moderately comfortable,4 : 4 : Often,1204,4,4,3,1,3,2,5,1,2,1,1,1,4,1,4,2,2,2,4,1,4,3,3,4,3,2,2,5,3,3,4,5,5,4,4,5,4,4,2,4,4,4.1,3,2,4,-0.05091302402467152,3.0,3.5,2.0,4.0,3.5,1.6080466694969782,-0.02046822071507361,-0.2792013355278099,0.5920144376171297
cujemy19,5 : Bachelor's degree,5 : Bachelor's degree,"5 : HKD 50,000 or above",3 : International school,3 : Private Housing – Owned,4 : 4 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,0,1,0,0,1 : Never (0\%),1,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Not sure,3 : 3 : Not sure,2 : 2 : Disagree,3 : 3 : Not sure,2 : 2 : Disagree,4 : 4 : Agree,3 : 3 : Not sure,4 : 4 : Agree,3 : 3 : Sometimes,2 : 2 : Slightly familiar,4 : 4 : Often,4 : 4 : Often,4 : 4 : Often,3 : 3 : Moderately available,4 : 4 : Often,2 : 2 : Rarely,3 : 3 : Moderately comfortable,2 : 2 : Rarely,1204,5,5,5,3,3,4,5,1,1,1,1,2,4,3,3,2,3,2,4,3,4,3,2,4,4,4,3,4,2,3,2,4,3,4,4,3,4,3,3,4,4,3.6,3,3,4,0.7046675875820588,2.5,4.0,3.5,3.0,2.5,0.09436229558668302,-0.3569361742362518,0.585223796975026,1.0373065487602002
rmknt11,5 : Bachelor's degree,5 : Bachelor's degree,"2 : HKD 10,700–14,799",3 : International school,1 : Public Rental Housing (PRH),5 : 5 people,3 : 400–599 square feet (37–56 m$^2$),"2 : Yes, but I shared it with family members.",2 : Generally stable but occasionally unreliable,1,0,1,0,4 : Often (above 67\%),1,1 : 1 : Strongly disagree,2 : 2 : Disagree,2 : 2 : Disagree,5 : 5 : Strongly agree,2 : 2 : Disagree,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,1 : 1 : Strongly disagree,3 : 3 : Not sure,2 : 2 : Rarely,3 : 3 : Moderately familiar,3 : 3 : Sometimes,2 : 2 : Rarely,2 : 2 : Rarely,2 : 2 : Slightly available,3 : 3 : Sometimes,4 : 4 : Often,3 : 3 : Moderately comfortable,2 : 2 : Rarely,1204,5,5,2,3,1,5,3,2,2,4,1,1,2,2,5,2,2,4,4,1,3,2,3,3,2,2,2,3,4,3,2,5,4,4,2,5,2,5,2,4,3,3.6,2,2,1,-1.0266653497296931,2.5,2.5,2.0,3.5,2.5,1.068605256187747,-0.5089319951959973,0.4472947040815962,-1.5537978594690083
ssdda29,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",4 : Others,3 : Private Housing – Owned,5 : 5 people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",1 : Stable and high-speed,1,0,1,0,1 : Never (0\%),1,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,4 : 4 : Agree,5 : 5 : Strongly agree,2 : 2 : Disagree,5 : 5 : Strongly agree,5 : 5 : Very often,3 : 3 : Moderately familiar,3 : 3 : Sometimes,3 : 3 : Sometimes,3 : 3 : Sometimes,3 : 3 : Moderately available,3 : 3 : Sometimes,2 : 2 : Rarely,2 : 2 : Slightly comfortable,2 : 2 : Rarely,1204,6,6,5,4,3,5,5,1,1,1,1,2,4,2,4,2,4,4,5,2,5,5,3,3,3,3,3,3,2,2,2,4,4,4,2,4,4,4,4,5,5,4.0,3,3,4,0.9328652546694751,4.0,3.0,3.0,2.5,2.0,0.37365619518606086,0.9579154859981706,1.3106148302726985,1.0262360623768154
hngtlo18,6 : Postgraduate degree,6 : Postgraduate degree,"5 : HKD 50,000 or above",4 : Others,4 : Private Housing – Rented,6 : 6 or more people,5 : 800 square feet or above (74 m$^2$ or above),"1 : Yes, I had my own personal device.",2 : Generally stable but occasionally unreliable,0,0,1,0,1 : Never (0\%),1,2 : 2 : Disagree,5 : 5 : Strongly agree,1 : 1 : Strongly disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,4 : 4 : Agree,2 : 2 : Disagree,4 : 4 : Agree,1 : 1 : Strongly disagree,4 : 4 : Agree,3 : 3 : Sometimes,5 : 5 : Extremely familiar,3 : 3 : Sometimes,3 : 3 : Sometimes,4 : 4 : Often,2 : 2 : Slightly available,3 : 3 : Sometimes,1 : 1 : Never,4 : 4 : Very comfortable,4 : 4 : Often,1204,6,6,5,4,4,6,5,1,2,1,1,2,5,1,4,1,4,2,4,1,4,3,5,3,3,4,2,3,1,4,4,4,5,5,4,5,5,4,4,4,4,4.4,3,2,4,0.6651255025032593,4.0,3.0,3.0,2.0,4.0,1.296893682835166,0.2963727018850213,1.2646785498117514,0.6906197769113646
